asdf_id,worldpop_pop_count_1km_mosaic.2012.sum,worldpop_pop_count_1km_mosaic.2012.count,worldpop_pop_count_1km_mosaic.2013.sum,worldpop_pop_count_1km_mosaic.2013.count,worldpop_pop_count_1km_mosaic.2014.sum,worldpop_pop_count_1km_mosaic.2014.count,worldpop_pop_count_1km_mosaic.2015.sum,worldpop_pop_count_1km_mosaic.2015.count,worldpop_pop_count_1km_mosaic.2016.sum,worldpop_pop_count_1km_mosaic.2016.count,worldpop_pop_count_1km_mosaic.2017.sum,worldpop_pop_count_1km_mosaic.2017.count,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
319,19704.296875,9633.66992188,19686.3417969,9633.66992188,20785.7480469,9633.66992188,21084.0332031,9633.66992188,22159.1074219,9633.66992188,23032.7226562,9633.66992188,ADM3,319,319,BOL,BOL-ADM3-33444609B68632045,El Puente,ADM3
320,16979.296875,4096.87988281,17134.3691406,4096.87988281,17429.8652344,4096.87988281,17619.9414062,4096.87988281,17642.2421875,4096.87988281,17736.828125,4096.87988281,ADM3,320,320,BOL,BOL-ADM3-33444609B10638383,Comarapa,ADM3
321,34650.6015625,501.909973145,34867.8125,501.909973145,35157.1835938,501.909973145,35241.2773438,501.909973145,35444.6796875,501.909973145,35469.046875,501.909973145,ADM3,321,321,BOL,BOL-ADM3-33444609B8717747,Bermejo,ADM3
322,10725.1894531,868.700012207,10975.453125,868.700012207,11317.2109375,868.700012207,11451.6816406,868.700012207,11782.1806641,868.700012207,12010.984375,868.700012207,ADM3,322,322,BOL,BOL-ADM3-33444609B53463626,Villa Charcas,ADM3
323,12237.1992188,438.430023193,12027.3798828,438.430023193,11915.0654297,438.430023193,11702.2353516,438.430023193,11485.0585938,438.430023193,11399.6689453,438.430023193,ADM3,323,323,BOL,BOL-ADM3-33444609B82635532,Puerto Acosta,ADM3
324,7070.43457031,151.75,7111.65283203,151.75,7112.00634766,151.75,7106.71484375,151.75,7151.41113281,151.75,7113.55664062,151.75,ADM3,324,324,BOL,BOL-ADM3-33444609B17656422,Escoma,ADM3
325,3361.36376953,3610.0300293,3408.34521484,3610.0300293,3448.62133789,3610.0300293,3505.34008789,3610.0300293,3549.46289062,3610.0300293,3613.58105469,3610.0300293,ADM3,325,325,BOL,BOL-ADM3-33444609B71044330,Charaña,ADM3
326,46127.65625,922.130004883,46143.296875,922.130004883,45732.6015625,922.130004883,45283.21875,922.130004883,45484.484375,922.130004883,45658.375,922.130004883,ADM3,326,326,BOL,BOL-ADM3-33444609B93991773,Achacachi,ADM3
327,6277.8203125,144.589996338,6352.81054688,144.589996338,6407.58447266,144.589996338,6439.07177734,144.589996338,6524.20556641,144.589996338,6584.03369141,144.589996338,ADM3,327,327,BOL,BOL-ADM3-33444609B13753118,Taraco,ADM3
328,7690.31152344,1887.5098877,7783.23583984,1887.5098877,7867.38574219,1887.5098877,7860.51855469,1887.5098877,7860.30566406,1887.5098877,7942.82226562,1887.5098877,ADM3,328,328,BOL,BOL-ADM3-33444609B75690871,La (Marka) San Andrés de Mach,ADM3
329,13208.2880859,1116.65991211,13205.7871094,1116.65991211,13156.6191406,1116.65991211,12946.0361328,1116.65991211,12850.8144531,1116.65991211,12940.5683594,1116.65991211,ADM3,329,329,BOL,BOL-ADM3-33444609B31051948,Tacobamba,ADM3
330,27901.1640625,3047.14990234,28370.8125,3047.14990234,28792.8085938,3047.14990234,29216.34375,3047.14990234,29586.2890625,3047.14990234,29961.2460938,3047.14990234,ADM3,330,330,BOL,BOL-ADM3-33444609B24985970,Challapata,ADM3
331,17900.4453125,868.599975586,18200.9082031,868.599975586,18468.296875,868.599975586,18779.0664062,868.599975586,19219.9882812,868.599975586,19324.6171875,868.599975586,ADM3,331,331,BOL,BOL-ADM3-33444609B93024851,Uncía,ADM3
332,22556.3203125,1687.13012695,22483.3886719,1687.13012695,22575.9199219,1687.13012695,22438.6601562,1687.13012695,22544.6796875,1687.13012695,22515.5546875,1687.13012695,ADM3,332,332,BOL,BOL-ADM3-33444609B54083051,Ravelo,ADM3
333,26493.6132812,2327.22021484,26505.9082031,2327.22021484,26555.5957031,2327.22021484,26616.8085938,2327.22021484,26627.9765625,2327.22021484,26639.8046875,2327.22021484,ADM3,333,333,BOL,BOL-ADM3-33444609B27870252,Mizque,ADM3
334,6787.70996094,2949.35009766,7025.20507812,2949.35009766,7303.30957031,2949.35009766,7567.43017578,2949.35009766,7719.20019531,2949.35009766,7985.265625,2949.35009766,ADM3,334,334,BOL,BOL-ADM3-33444609B5020991,Pasorapa,ADM3
335,30795.9414062,8119.78027344,31651.578125,8119.78027344,32476.9804688,8119.78027344,33175.1328125,8119.78027344,34163.328125,8119.78027344,34884.828125,8119.78027344,ADM3,335,335,BOL,BOL-ADM3-33444609B93401902,Cotagaita,ADM3
336,16266.7109375,2617.63012695,16420.8496094,2617.63012695,16619.296875,2617.63012695,16807.9726562,2617.63012695,16947.2539062,2617.63012695,17155.0273438,2617.63012695,ADM3,336,336,BOL,BOL-ADM3-33444609B61161865,Camargo,ADM3
337,46215.6328125,3163.62988281,47120.2382812,3163.62988281,47864.28125,3163.62988281,48867.8867188,3163.62988281,49876.5039062,3163.62988281,50735.9023438,3163.62988281,ADM3,337,337,BOL,BOL-ADM3-33444609B2211567,Villazón,ADM3
338,18910.3828125,5637.87011719,18833.0585938,5637.87011719,18817.4296875,5637.87011719,18741.0664062,5637.87011719,18696.3945312,5637.87011719,18673.8066406,5637.87011719,ADM3,338,338,BOL,BOL-ADM3-33444609B28920794,Padcaya,ADM3
