asdf_id,esa_landcover.2012.categorical_grassland,esa_landcover.2012.categorical_count,esa_landcover.2012.categorical_sparse_vegetation,esa_landcover.2012.categorical_bare_areas,esa_landcover.2012.categorical_shrubland,esa_landcover.2012.categorical_no_data,esa_landcover.2012.categorical_rainfed_cropland,esa_landcover.2012.categorical_water_bodies,esa_landcover.2012.categorical_forest,esa_landcover.2012.categorical_wetland,esa_landcover.2012.categorical_mosaic_cropland,esa_landcover.2012.categorical_irrigated_cropland,esa_landcover.2012.categorical_snow_ice,esa_landcover.2012.categorical_urban,esa_landcover.2012.count,esa_landcover.2013.categorical_grassland,esa_landcover.2013.categorical_count,esa_landcover.2013.categorical_sparse_vegetation,esa_landcover.2013.categorical_bare_areas,esa_landcover.2013.categorical_shrubland,esa_landcover.2013.categorical_no_data,esa_landcover.2013.categorical_rainfed_cropland,esa_landcover.2013.categorical_water_bodies,esa_landcover.2013.categorical_forest,esa_landcover.2013.categorical_wetland,esa_landcover.2013.categorical_mosaic_cropland,esa_landcover.2013.categorical_irrigated_cropland,esa_landcover.2013.categorical_snow_ice,esa_landcover.2013.categorical_urban,esa_landcover.2013.count,esa_landcover.2014.categorical_grassland,esa_landcover.2014.categorical_count,esa_landcover.2014.categorical_sparse_vegetation,esa_landcover.2014.categorical_bare_areas,esa_landcover.2014.categorical_shrubland,esa_landcover.2014.categorical_no_data,esa_landcover.2014.categorical_rainfed_cropland,esa_landcover.2014.categorical_water_bodies,esa_landcover.2014.categorical_forest,esa_landcover.2014.categorical_wetland,esa_landcover.2014.categorical_mosaic_cropland,esa_landcover.2014.categorical_irrigated_cropland,esa_landcover.2014.categorical_snow_ice,esa_landcover.2014.categorical_urban,esa_landcover.2014.count,esa_landcover.2015.categorical_grassland,esa_landcover.2015.categorical_count,esa_landcover.2015.categorical_sparse_vegetation,esa_landcover.2015.categorical_bare_areas,esa_landcover.2015.categorical_shrubland,esa_landcover.2015.categorical_no_data,esa_landcover.2015.categorical_rainfed_cropland,esa_landcover.2015.categorical_water_bodies,esa_landcover.2015.categorical_forest,esa_landcover.2015.categorical_wetland,esa_landcover.2015.categorical_mosaic_cropland,esa_landcover.2015.categorical_irrigated_cropland,esa_landcover.2015.categorical_snow_ice,esa_landcover.2015.categorical_urban,esa_landcover.2015.count,esa_landcover.2016.categorical_grassland,esa_landcover.2016.categorical_count,esa_landcover.2016.categorical_sparse_vegetation,esa_landcover.2016.categorical_bare_areas,esa_landcover.2016.categorical_shrubland,esa_landcover.2016.categorical_no_data,esa_landcover.2016.categorical_rainfed_cropland,esa_landcover.2016.categorical_water_bodies,esa_landcover.2016.categorical_forest,esa_landcover.2016.categorical_wetland,esa_landcover.2016.categorical_mosaic_cropland,esa_landcover.2016.categorical_irrigated_cropland,esa_landcover.2016.categorical_snow_ice,esa_landcover.2016.categorical_urban,esa_landcover.2016.count,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
135,1250,3168,65,99,245,0,71,25,220,7,50,0,0,1136,3187.06982422,1250,3168,61,93,242,0,70,25,220,7,48,0,0,1152,3187.06982422,1243,3168,59,88,242,0,70,25,219,7,47,0,0,1168,3187.06982422,1239,3168,55,84,241,0,69,25,219,7,46,0,0,1183,3187.06982422,1233,3168,60,85,241,0,69,25,219,7,46,0,0,1183,3187.06982422,ADM3,135,135,BOL,BOL-ADM3-33444609B41741681,Cochabamba,ADM3
136,2597,26205,7166,15080,919,0,114,25,87,47,168,0,0,2,26281.0384521,2602,26205,7161,15079,919,0,114,25,87,47,168,0,0,3,26281.0384521,2748,26205,7062,15032,919,0,114,25,87,47,168,0,0,3,26281.0384521,2748,26205,7062,15031,919,0,114,25,87,47,168,0,0,4,26281.0384521,2706,26205,7096,15039,919,0,114,25,87,47,168,0,0,4,26281.0384521,ADM3,136,136,BOL,BOL-ADM3-33444609B22900187,Caracollo,ADM3
137,2553,5773,2392,446,376,0,0,4,0,0,2,0,0,0,5798.16015625,2553,5773,2392,446,376,0,0,4,0,0,2,0,0,0,5798.16015625,2553,5773,2392,446,376,0,0,4,0,0,2,0,0,0,5798.16015625,2553,5773,2392,446,376,0,0,4,0,0,2,0,0,0,5798.16015625,2455,5773,2490,446,376,0,0,4,0,0,2,0,0,0,5798.16015625,ADM3,137,137,BOL,BOL-ADM3-33444609B21007182,Catacora,ADM3
138,1790,6566,3015,1184,401,0,9,0,92,0,74,0,0,1,6586.68017578,1793,6566,3012,1184,401,0,9,0,92,0,74,0,0,1,6586.68017578,1942,6566,2884,1163,401,0,9,0,92,0,74,0,0,1,6586.68017578,1942,6566,2884,1163,401,0,9,0,92,0,74,0,0,1,6586.68017578,1974,6566,2870,1145,401,0,9,0,92,0,74,0,0,1,6586.68017578,ADM3,138,138,BOL,BOL-ADM3-33444609B25632649,Yaco,ADM3
139,12631,43065,16618,11898,1395,0,66,66,2,2,192,0,190,5,43160.4589844,12625,43065,16674,11848,1395,0,66,66,2,2,192,0,190,5,43160.4589844,12658,43065,16659,11830,1395,0,66,66,2,2,192,0,190,5,43160.4589844,12658,43065,16659,11830,1395,0,66,66,2,2,192,0,190,5,43160.4589844,12502,43065,16815,11816,1395,0,78,66,2,2,194,0,190,5,43160.4589844,ADM3,139,139,BOL,BOL-ADM3-33444609B93045845,Calacoto,ADM3
140,1626,2272,155,159,20,0,254,1,2,0,29,0,0,26,2285.2199707,1638,2272,155,159,20,0,250,1,2,0,20,0,0,27,2285.2199707,1638,2272,155,159,20,0,250,1,2,0,20,0,0,27,2285.2199707,1638,2272,155,159,20,0,250,1,2,0,20,0,0,27,2285.2199707,1638,2272,155,159,20,0,250,1,2,0,20,0,0,27,2285.2199707,ADM3,140,140,BOL,BOL-ADM3-33444609B26131324,Arani,ADM3
141,398,949,2,260,6,0,13,0,0,0,6,0,0,264,957.66003418,398,949,2,260,6,0,13,0,0,0,6,0,0,264,957.66003418,398,949,2,260,6,0,13,0,0,0,6,0,0,264,957.66003418,398,949,2,260,6,0,13,0,0,0,6,0,0,264,957.66003418,398,949,2,260,6,0,13,0,0,0,6,0,0,264,957.66003418,ADM3,141,141,BOL,BOL-ADM3-33444609B3757470,Punata,ADM3
142,2113,19165,6029,9956,572,0,25,7,52,0,391,0,0,20,19204.4277344,2242,19165,5916,9940,572,0,25,7,52,0,391,0,0,20,19204.4277344,2777,19165,5517,9804,572,0,25,7,52,0,391,0,0,20,19204.4277344,2777,19165,5517,9798,572,0,25,7,52,0,391,0,0,26,19204.4277344,2759,19165,5565,9730,572,0,26,7,52,0,428,0,0,26,19204.4277344,ADM3,142,142,BOL,BOL-ADM3-33444609B21151286,Sicasica,ADM3
143,749,6129,2032,2874,174,0,10,0,27,0,259,0,0,4,6160.87988281,756,6129,2025,2874,174,0,10,0,27,0,259,0,0,4,6160.87988281,820,6129,1969,2865,174,0,10,0,27,0,259,0,0,5,6160.87988281,820,6129,1969,2865,174,0,10,0,27,0,259,0,0,5,6160.87988281,818,6129,1971,2864,174,0,10,0,27,0,260,0,0,5,6160.87988281,ADM3,143,143,BOL,BOL-ADM3-33444609B32005482,Patacamaya,ADM3
144,2061,3754,312,560,147,0,6,2,3,0,663,0,0,0,3772.57006836,2061,3754,312,560,147,0,6,2,3,0,663,0,0,0,3772.57006836,2142,3754,231,560,147,0,6,2,3,0,663,0,0,0,3772.57006836,2142,3754,231,560,147,0,6,2,3,0,663,0,0,0,3772.57006836,2142,3754,231,517,147,0,6,2,3,0,706,0,0,0,3772.57006836,ADM3,144,144,BOL,BOL-ADM3-33444609B19082627,Colquencha,ADM3
145,8345,14354,4681,879,428,0,5,0,4,0,11,0,0,1,14390.2802734,8326,14354,4700,879,428,0,5,0,4,0,11,0,0,1,14390.2802734,8318,14354,4706,881,428,0,5,0,4,0,11,0,0,1,14390.2802734,8318,14354,4706,881,428,0,5,0,4,0,11,0,0,1,14390.2802734,8271,14354,4742,877,428,0,6,0,4,0,25,0,0,1,14390.2802734,ADM3,145,145,BOL,BOL-ADM3-33444609B96911206,Santiago de Machaca,ADM3
146,885,80907,0,0,7,0,0,554,79067,227,158,0,0,9,81161.8212891,885,80907,0,0,7,0,0,554,79067,227,158,0,0,9,81161.8212891,885,80907,0,0,7,0,0,554,79067,227,158,0,0,9,81161.8212891,885,80907,0,0,7,0,0,554,79067,227,158,0,0,9,81161.8212891,879,80907,0,0,7,0,0,554,79076,225,157,0,0,9,81161.8212891,ADM3,146,146,BOL,BOL-ADM3-33444609B58600296,Sena,ADM3
147,605,34086,0,0,6,0,0,1058,32008,302,97,0,0,10,34055.5894775,605,34086,0,0,6,0,0,1058,32008,302,97,0,0,10,34055.5894775,605,34086,0,0,6,0,0,1058,32008,302,97,0,0,10,34055.5894775,605,34086,0,0,6,0,0,1058,32008,302,97,0,0,10,34055.5894775,605,34086,0,0,6,0,0,1058,32010,300,97,0,0,10,34055.5894775,ADM3,147,147,BOL,BOL-ADM3-33444609B26946399,San Lorenzo,ADM3
148,28060,102723,0,0,391,0,30,3458,49003,18834,2947,0,0,0,102885.399414,28056,102723,0,0,391,0,30,3458,49003,18838,2947,0,0,0,102885.399414,28058,102723,0,0,391,0,30,3458,49001,18838,2947,0,0,0,102885.399414,28058,102723,0,0,391,0,30,3458,49001,18838,2947,0,0,0,102885.399414,27555,102723,0,0,391,0,30,3458,49792,18617,2880,0,0,0,102885.399414,ADM3,148,148,BOL,BOL-ADM3-33444609B90312020,Santa Rosa,ADM3
149,1250,3856,606,81,1544,0,9,27,136,4,131,0,63,5,3875.87011719,1250,3856,606,81,1543,0,9,27,136,4,131,0,63,6,3875.87011719,1250,3856,606,81,1542,0,9,27,136,4,131,0,63,7,3875.87011719,1250,3856,606,81,1542,0,9,27,136,4,131,0,63,7,3875.87011719,1235,3856,621,81,1542,0,9,27,136,4,131,0,63,7,3875.87011719,ADM3,149,149,BOL,BOL-ADM3-33444609B20955158,Malla,ADM3
150,3466,4945,502,21,672,0,247,0,6,0,31,0,0,0,4974.93994141,3473,4945,512,21,672,0,247,0,6,0,14,0,0,0,4974.93994141,3473,4945,512,21,672,0,247,0,6,0,14,0,0,0,4974.93994141,3473,4945,512,21,672,0,247,0,6,0,14,0,0,0,4974.93994141,3475,4945,512,21,672,0,247,0,6,0,12,0,0,0,4974.93994141,ADM3,150,150,BOL,BOL-ADM3-33444609B91729130,Comanche,ADM3
151,455,5279,2065,1788,256,0,5,0,18,0,692,0,0,0,5303.84960938,473,5279,2048,1787,256,0,5,0,18,0,692,0,0,0,5303.84960938,493,5279,2028,1787,256,0,5,0,18,0,692,0,0,0,5303.84960938,493,5279,2028,1787,256,0,5,0,18,0,692,0,0,0,5303.84960938,541,5279,1991,1746,256,0,5,0,18,0,722,0,0,0,5303.84960938,ADM3,151,151,BOL,BOL-ADM3-33444609B41933053,Calamarca,ADM3
152,3517,9321,1011,967,551,0,81,25,4,0,3135,0,0,30,9352.58984375,3562,9321,940,997,551,0,81,25,4,0,3120,0,0,41,9352.58984375,3900,9321,598,978,551,0,81,25,4,0,3125,0,0,59,9352.58984375,3892,9321,594,975,551,0,81,25,4,0,3125,0,0,74,9352.58984375,3892,9321,594,970,551,0,81,25,4,0,3130,0,0,74,9352.58984375,ADM3,152,152,BOL,BOL-ADM3-33444609B85812802,Viacha,ADM3
153,0,2160,0,0,8,0,0,0,1987,0,165,0,0,0,2177.2800293,0,2160,0,0,8,0,0,0,1987,0,165,0,0,0,2177.2800293,0,2160,0,0,8,0,0,0,1987,0,165,0,0,0,2177.2800293,0,2160,0,0,8,0,0,0,1987,0,165,0,0,0,2177.2800293,0,2160,0,0,8,0,0,0,1988,0,164,0,0,0,2177.2800293,ADM3,153,153,BOL,BOL-ADM3-33444609B79205479,Villa Libertad Licoma,ADM3
154,781,10961,66,84,3087,0,207,22,5310,76,936,0,369,23,10995.6894531,781,10961,66,84,3087,0,207,22,5310,76,936,0,368,24,10995.6894531,753,10961,65,82,3072,0,216,22,5335,74,943,0,364,35,10995.6894531,753,10961,65,82,3072,0,216,22,5335,74,943,0,364,35,10995.6894531,750,10961,65,82,3065,0,216,22,5362,74,926,0,364,35,10995.6894531,ADM3,154,154,BOL,BOL-ADM3-33444609B66902866,Quime,ADM3
155,19,214,35,0,143,0,5,3,0,6,3,0,0,0,218.079986572,19,214,35,0,143,0,5,3,0,6,3,0,0,0,218.079986572,19,214,35,0,143,0,5,3,0,6,3,0,0,0,218.079986572,19,214,35,0,143,0,5,3,0,6,3,0,0,0,218.079986572,19,214,35,0,143,0,5,3,0,6,3,0,0,0,218.079986572,ADM3,155,155,BOL,BOL-ADM3-33444609B98511044,Huatajata,ADM3
156,3920,7582,793,498,439,0,137,4,27,0,1763,0,0,1,7610.34960938,3930,7582,778,501,439,0,137,4,27,0,1764,0,0,2,7610.34960938,3976,7582,726,499,439,0,137,4,27,0,1771,0,0,3,7610.34960938,3975,7582,726,499,439,0,137,4,27,0,1771,0,0,4,7610.34960938,3975,7582,726,499,439,0,137,4,27,0,1771,0,0,4,7610.34960938,ADM3,156,156,BOL,BOL-ADM3-33444609B79531063,Laja,ADM3
157,1466,5755,1206,41,2678,0,24,0,173,20,103,0,0,44,5776.90039062,1466,5755,1199,41,2682,0,24,0,173,20,103,0,0,47,5776.90039062,1479,5755,1187,40,2681,0,24,0,173,20,103,0,0,48,5776.90039062,1479,5755,1187,40,2678,0,23,0,173,20,103,0,0,52,5776.90039062,1479,5755,1187,40,2678,0,23,0,173,20,103,0,0,52,5776.90039062,ADM3,157,157,BOL,BOL-ADM3-33444609B83826918,Mecapaca,ADM3
158,1900,8089,661,94,4470,0,19,0,603,29,47,0,262,4,8114.90966797,1900,8089,660,93,4470,0,19,0,603,29,47,0,262,6,8114.90966797,1900,8089,660,93,4469,0,19,0,603,29,47,0,262,7,8114.90966797,1900,8089,660,93,4469,0,19,0,603,29,47,0,262,7,8114.90966797,1896,8089,660,93,4466,0,21,0,607,29,48,0,262,7,8114.90966797,ADM3,158,158,BOL,BOL-ADM3-33444609B56483619,Palca,ADM3
159,811,1964,719,23,144,0,30,0,2,0,76,0,0,159,1973.61999512,808,1964,683,23,136,0,30,0,2,0,76,0,0,206,1973.61999512,807,1964,662,23,128,0,30,0,2,0,76,0,0,236,1973.61999512,799,1964,659,23,124,0,30,0,2,0,76,0,0,251,1973.61999512,800,1964,658,23,124,0,30,0,2,0,76,0,0,251,1973.61999512,ADM3,159,159,BOL,BOL-ADM3-33444609B1863080,Achocalla,ADM3
160,1762,3812,603,105,114,0,63,28,12,0,36,0,21,1068,3843.40991211,1707,3812,582,125,114,0,62,28,12,0,36,0,21,1125,3843.40991211,1713,3812,528,111,114,0,62,28,12,0,36,0,21,1187,3843.40991211,1692,3812,500,100,114,0,62,28,12,0,36,0,21,1247,3843.40991211,1685,3812,507,100,114,0,62,28,12,0,36,0,21,1247,3843.40991211,ADM3,160,160,BOL,BOL-ADM3-33444609B30011805,El Alto,ADM3
161,225,6363,0,24,1842,0,21,0,3704,89,319,0,139,0,6390.49023438,225,6363,0,24,1842,0,21,0,3704,89,319,0,139,0,6390.49023438,225,6363,0,24,1836,0,21,0,3710,89,319,0,139,0,6390.49023438,225,6363,0,24,1836,0,21,0,3710,89,319,0,139,0,6390.49023438,225,6363,0,24,1836,0,21,0,3709,89,320,0,139,0,6390.49023438,ADM3,161,161,BOL,BOL-ADM3-33444609B40374901,Yanacachi,ADM3
162,8458,17305,5683,364,2014,0,118,0,550,27,35,0,0,56,17356.1328125,8456,17305,5683,362,2014,0,118,0,550,27,35,0,0,60,17356.1328125,8595,17305,5562,336,2013,0,118,0,550,27,35,0,0,69,17356.1328125,8591,17305,5562,336,2013,0,118,0,550,27,35,0,0,73,17356.1328125,8530,17305,5623,336,2013,0,118,0,550,27,35,0,0,73,17356.1328125,ADM3,162,162,BOL,BOL-ADM3-33444609B99579203,Tapacarí,ADM3
163,386,1138,10,0,442,0,122,149,23,6,0,0,0,0,1150.40002441,386,1138,10,0,442,0,122,149,23,6,0,0,0,0,1150.40002441,386,1138,10,0,442,0,122,149,23,6,0,0,0,0,1150.40002441,386,1138,10,0,442,0,122,149,23,6,0,0,0,0,1150.40002441,386,1138,10,0,442,0,122,149,23,6,0,0,0,0,1150.40002441,ADM3,163,163,BOL,BOL-ADM3-33444609B26061868,Desaguadero,ADM3
164,7157,10893,376,570,1985,0,171,148,76,25,385,0,0,0,10938.2001953,7157,10893,376,570,1985,0,171,148,76,25,385,0,0,0,10938.2001953,7153,10893,374,570,1985,0,173,148,76,25,389,0,0,0,10938.2001953,7153,10893,374,570,1985,0,173,148,76,25,389,0,0,0,10938.2001953,7148,10893,374,538,1984,0,181,148,76,25,419,0,0,0,10938.2001953,ADM3,164,164,BOL,BOL-ADM3-33444609B81723104,Jesús de Machaka,ADM3
165,1443,2095,39,0,382,0,126,15,13,0,77,0,0,0,2113.83984375,1443,2095,39,0,382,0,126,15,13,0,77,0,0,0,2113.83984375,1390,2095,39,0,382,0,178,15,13,0,78,0,0,0,2113.83984375,1390,2095,39,0,382,0,178,15,13,0,78,0,0,0,2113.83984375,1387,2095,39,0,382,0,181,15,13,0,78,0,0,0,2113.83984375,ADM3,165,165,BOL,BOL-ADM3-33444609B3928389,Puerto Mayor de Guaqui,ADM3
166,55,140,0,0,75,0,0,2,8,0,0,0,0,0,145.850006104,55,140,0,0,75,0,0,2,8,0,0,0,0,0,145.850006104,55,140,0,0,75,0,0,2,8,0,0,0,0,0,145.850006104,55,140,0,0,75,0,0,2,8,0,0,0,0,0,145.850006104,55,140,0,0,75,0,0,2,8,0,0,0,0,0,145.850006104,ADM3,166,166,BOL,BOL-ADM3-33444609B83959891,Tito Yupanqui,ADM3
167,8310,13776,1149,138,1427,0,505,116,135,78,1668,0,233,17,13829.4902344,8315,13776,1143,136,1427,0,505,116,135,78,1668,0,233,20,13829.4902344,8322,13776,1133,136,1427,0,505,116,135,78,1669,0,233,22,13829.4902344,8320,13776,1132,136,1427,0,505,116,135,78,1669,0,233,25,13829.4902344,8317,13776,1135,136,1427,0,505,116,135,78,1669,0,233,25,13829.4902344,ADM3,167,167,BOL,BOL-ADM3-33444609B86182822,Pucarani,ADM3
168,697,988,0,0,122,0,9,0,128,0,32,0,0,0,1000.60003662,697,988,0,0,122,0,9,0,128,0,32,0,0,0,1000.60003662,697,988,0,0,122,0,9,0,128,0,32,0,0,0,1000.60003662,697,988,0,0,122,0,9,0,128,0,32,0,0,0,1000.60003662,694,988,0,0,125,0,9,0,128,0,32,0,0,0,1000.60003662,ADM3,168,168,BOL,BOL-ADM3-33444609B86015105,Combaya,ADM3
169,11,11954,0,0,208,0,0,0,11695,6,32,0,0,2,11991.140625,11,11954,0,0,208,0,0,0,11695,6,32,0,0,2,11991.140625,11,11954,0,0,208,0,0,0,11691,10,32,0,0,2,11991.140625,11,11954,0,0,208,0,0,0,11691,10,32,0,0,2,11991.140625,11,11954,0,0,208,0,0,0,11689,11,33,0,0,2,11991.140625,ADM3,169,169,BOL,BOL-ADM3-33444609B70122176,Coroico,ADM3
170,159,7582,0,0,53,0,49,0,6999,0,322,0,0,0,7622.29003906,159,7582,0,0,53,0,49,0,6999,0,322,0,0,0,7622.29003906,159,7582,0,0,53,0,49,0,6999,0,322,0,0,0,7622.29003906,159,7582,0,0,53,0,49,0,6999,0,322,0,0,0,7622.29003906,159,7582,0,0,53,0,49,0,6998,1,322,0,0,0,7622.29003906,ADM3,170,170,BOL,BOL-ADM3-33444609B52332460,Coripata,ADM3
171,371,1289,0,0,679,0,0,0,235,2,2,0,0,0,1303.81994629,371,1289,0,0,679,0,0,0,235,2,2,0,0,0,1303.81994629,371,1289,0,0,679,0,0,0,235,2,2,0,0,0,1303.81994629,371,1289,0,0,679,0,0,0,235,2,2,0,0,0,1303.81994629,371,1289,0,0,679,0,0,0,235,2,2,0,0,0,1303.81994629,ADM3,171,171,BOL,BOL-ADM3-33444609B75079070,Quiabaya,ADM3
172,668,2558,4,0,666,0,24,0,1075,0,119,0,1,1,2572.63989258,668,2558,4,0,666,0,24,0,1075,0,119,0,1,1,2572.63989258,668,2558,4,0,666,0,24,0,1075,0,119,0,1,1,2572.63989258,668,2558,4,0,666,0,24,0,1075,0,119,0,1,1,2572.63989258,666,2558,4,0,664,0,24,0,1079,0,119,0,1,1,2572.63989258,ADM3,172,172,BOL,BOL-ADM3-33444609B51912538,Aucapata,ADM3
173,1479,6143,2325,1172,251,0,14,0,63,0,839,0,0,0,6171.60009766,1482,6143,2322,1172,251,0,14,0,63,0,839,0,0,0,6171.60009766,1825,6143,1995,1156,251,0,14,0,63,0,839,0,0,0,6171.60009766,1825,6143,1995,1156,251,0,14,0,63,0,839,0,0,0,6171.60009766,1854,6143,1968,1146,251,0,14,0,63,0,847,0,0,0,6171.60009766,ADM3,173,173,BOL,BOL-ADM3-33444609B77019342,Ayo Ayo,ADM3
174,3400,19364,88,14,6727,0,668,0,7965,0,502,0,0,0,19416.3183594,3382,19364,88,14,6703,0,676,0,8001,0,500,0,0,0,19416.3183594,3376,19364,88,14,6701,0,684,0,7992,0,509,0,0,0,19416.3183594,3376,19364,88,14,6701,0,684,0,7992,0,509,0,0,0,19416.3183594,3376,19364,88,14,6617,0,683,0,8087,0,499,0,0,0,19416.3183594,ADM3,174,174,BOL,BOL-ADM3-33444609B52543177,Azurduy,ADM3
175,0,2720,0,0,7,0,0,0,2560,109,42,0,0,2,2729.14990234,0,2720,0,0,7,0,0,0,2560,109,42,0,0,2,2729.14990234,0,2720,0,0,7,0,0,0,2560,109,42,0,0,2,2729.14990234,0,2720,0,0,7,0,0,0,2560,109,42,0,0,2,2729.14990234,0,2720,0,0,7,0,0,0,2560,109,42,0,0,2,2729.14990234,ADM3,175,175,BOL,BOL-ADM3-33444609B93497004,Tipuani,ADM3
176,2447,22371,644,68,6478,0,44,28,11232,49,202,0,261,918,22432.2412109,2433,22371,604,68,6459,0,47,28,11232,49,205,0,261,985,22432.2412109,2427,22371,593,68,6434,0,47,28,11232,49,205,0,261,1027,22432.2412109,2427,22371,591,68,6430,0,47,28,11232,49,205,0,261,1033,22432.2412109,2420,22371,580,68,6448,0,47,28,11232,49,205,0,261,1033,22432.2412109,ADM3,176,176,BOL,BOL-ADM3-33444609B95766629,Nuestra Señora de La Paz,ADM3
177,3778,20781,83,173,5799,0,106,8,9328,40,303,0,1161,2,20838.5996094,3778,20781,82,173,5799,0,106,8,9328,40,303,0,1161,3,20838.5996094,3777,20781,82,173,5800,0,111,8,9322,40,304,0,1161,3,20838.5996094,3777,20781,82,173,5800,0,111,8,9322,40,304,0,1161,3,20838.5996094,3767,20781,82,173,5807,0,111,8,9325,40,304,0,1161,3,20838.5996094,ADM3,177,177,BOL,BOL-ADM3-33444609B93873258,Sorata,ADM3
178,4,30995,0,0,12,0,16,1,30162,99,700,0,0,1,31064.8093719,4,30995,0,0,12,0,16,1,30162,99,700,0,0,1,31064.8093719,4,30995,0,0,12,0,16,1,30176,99,685,0,0,2,31064.8093719,4,30995,0,0,12,0,16,1,30175,99,685,0,0,3,31064.8093719,4,30995,0,0,12,0,16,1,30175,99,685,0,0,3,31064.8093719,ADM3,178,178,BOL,BOL-ADM3-33444609B25803532,La Asunta,ADM3
179,3293,6760,5,0,2073,0,22,0,1276,14,76,0,0,1,6780.45996094,3293,6760,5,0,2073,0,22,0,1276,14,76,0,0,1,6780.45996094,3293,6760,5,0,2073,0,22,0,1276,14,76,0,0,1,6780.45996094,3293,6760,5,0,2073,0,22,0,1276,14,76,0,0,1,6780.45996094,3275,6760,5,0,2067,0,22,0,1300,14,76,0,0,1,6780.45996094,ADM3,179,179,BOL,BOL-ADM3-33444609B88180595,Chuma,ADM3
180,1780,39459,23,66,4047,0,71,5,31229,131,1627,0,479,1,39570.530365,1780,39459,23,66,4047,0,71,5,31229,131,1627,0,479,1,39570.530365,1780,39459,23,66,4047,0,70,5,31228,131,1626,0,479,4,39570.530365,1780,39459,23,66,4047,0,69,5,31228,131,1626,0,479,5,39570.530365,1780,39459,23,66,4047,0,69,5,31226,133,1626,0,479,5,39570.530365,ADM3,180,180,BOL,BOL-ADM3-33444609B33390960,Guanay,ADM3
181,0,15054,0,0,12,0,11,125,13585,87,1234,0,0,0,15093.0888672,0,15054,0,0,12,0,11,125,13596,87,1223,0,0,0,15093.0888672,0,15054,0,0,12,0,11,125,13596,87,1223,0,0,0,15093.0888672,0,15054,0,0,12,0,11,125,13596,87,1223,0,0,0,15093.0888672,0,15054,0,0,12,0,11,125,13596,87,1223,0,0,0,15093.0888672,ADM3,181,181,BOL,BOL-ADM3-33444609B45650655,Teoponte,ADM3
182,5,16360,0,0,51,0,17,0,15574,44,668,0,0,1,16420.8886719,5,16360,0,0,51,0,17,0,15574,44,668,0,0,1,16420.8886719,5,16360,0,0,51,0,17,0,15574,44,668,0,0,1,16420.8886719,5,16360,0,0,51,0,17,0,15573,44,668,0,0,2,16420.8886719,5,16360,0,0,51,0,17,0,15573,44,668,0,0,2,16420.8886719,ADM3,182,182,BOL,BOL-ADM3-33444609B90372031,Mapiri,ADM3
183,5734,26986,94,1,3050,0,117,17,17552,14,359,0,47,1,27042.0292969,5734,26986,94,1,3050,0,117,17,17552,14,359,0,47,1,27042.0292969,5734,26986,94,1,3052,0,117,17,17550,14,359,0,47,1,27042.0292969,5734,26986,94,1,3052,0,117,17,17550,14,359,0,47,1,27042.0292969,5734,26986,94,1,3044,0,112,17,17583,14,339,0,47,1,27042.0292969,ADM3,183,183,BOL,BOL-ADM3-33444609B50407902,Charazani,ADM3
184,2635,14764,5695,769,5604,0,12,2,26,0,0,0,0,21,14806.8691406,2635,14764,5695,769,5604,0,12,2,26,0,0,0,0,21,14806.8691406,2632,14764,5697,770,5604,0,12,2,26,0,0,0,0,21,14806.8691406,2632,14764,5697,770,5604,0,12,2,26,0,0,0,0,21,14806.8691406,2541,14764,5788,770,5604,0,12,2,26,0,0,0,0,21,14806.8691406,ADM3,184,184,BOL,BOL-ADM3-33444609B73754741,"Caiza ""D""",ADM3
185,993,1936,37,0,626,0,86,90,81,15,4,0,0,4,1976.70996094,993,1936,36,0,626,0,86,90,81,15,4,0,0,5,1976.70996094,993,1936,35,0,626,0,86,90,81,15,4,0,0,6,1976.70996094,992,1936,35,0,626,0,86,90,81,15,4,0,0,7,1976.70996094,992,1936,35,0,626,0,86,90,81,15,4,0,0,7,1976.70996094,ADM3,185,185,BOL,BOL-ADM3-33444609B22177467,Copacabana,ADM3
186,3909,15130,309,21,5855,0,710,0,3228,0,1098,0,0,0,15167.109375,3906,15130,309,21,5825,0,708,0,3275,0,1086,0,0,0,15167.109375,3906,15130,309,21,5734,0,708,0,3377,0,1075,0,0,0,15167.109375,3906,15130,309,21,5734,0,708,0,3377,0,1075,0,0,0,15167.109375,3901,15130,309,21,5632,0,706,0,3503,0,1058,0,0,0,15167.109375,ADM3,186,186,BOL,BOL-ADM3-33444609B65808761,Tarvita,ADM3
187,3590,5209,895,215,331,0,48,0,40,0,90,0,0,0,5236.83984375,3578,5209,907,215,331,0,48,0,40,0,90,0,0,0,5236.83984375,3557,5209,928,215,331,0,48,0,40,0,90,0,0,0,5236.83984375,3557,5209,928,215,331,0,48,0,40,0,90,0,0,0,5236.83984375,3403,5209,1082,215,331,0,48,0,40,0,90,0,0,0,5236.83984375,ADM3,187,187,BOL,BOL-ADM3-33444609B42666607,Chaquí,ADM3
